Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02 00:00:00+00:00,-1.376401495277647,0.4578559153434982,0.44445720739917266,0.43446765827895373,82.43000030517578,2218800
2015-01-05 00:00:00+00:00,-1.338769543175865,0.504936548178398,0.48971175529572414,0.4892273011615048,82.73999786376953,5820100
2015-01-06 00:00:00+00:00,-1.3011625547438783,0.5520171810132977,0.5802223522680183,0.553766091168095,83.02999877929688,3887600
2015-01-07 00:00:00+00:00,-1.2933192817400576,0.5618263321593043,0.5605463966095527,0.5576783468530555,83.13999938964844,2433400
2015-01-08 00:00:00+00:00,-1.3136982175545406,0.5363246345125531,0.5270971218722423,0.5420323082899375,83.11000061035156,1873400
2015-01-09 00:00:00+00:00,-1.2917411097401839,0.5637884617217723,0.5625144425291567,0.5478991997290164,83.01000213623047,1646100
2015-01-12 00:00:00+00:00,-1.2745060360905505,0.5853673969099207,0.5703851250283811,0.5870128040484494,83.25,4397900
2015-01-13 00:00:00+00:00,-1.2619649124771204,0.6010599434106654,0.597931763186071,0.59288118757589,83.30999755859375,2223400
2015-01-14 00:00:00+00:00,-1.2321777936085216,0.6383329217658913,0.6471224029218303,0.65546384974,83.63999938964844,2481200
2015-01-15 00:00:00+00:00,-1.174163785233532,0.7109167489138752,0.6943449967379857,0.65546384974,83.55000305175781,4214500
2015-01-16 00:00:00+00:00,-1.2133629877296523,0.6618739865165076,0.6727009951599163,0.6613307411790789,83.80999755859375,3631300
2015-01-20 00:00:00+00:00,-1.2274737020814637,0.6442178137869622,0.6687664044998997,0.6593746133365986,83.69999694824219,3029500
2015-01-21 00:00:00+00:00,-1.2525543890789614,0.6128312241191399,0.6628637679202791,0.6319947918953231,83.79000091552734,2473900
2015-01-22 00:00:00+00:00,-1.2494144274875172,0.6167539865777428,0.6294129920037775,0.6202610090171655,83.62999725341797,2157400
2015-01-23 00:00:00+00:00,-1.2070861850054886,0.6697210081000464,0.6569596301614674,0.6671976326181576,83.63999938964844,6255000
2015-01-26 00:00:00+00:00,-1.2227680503250435,0.650102705808033,0.6530250395014509,0.6613307411790789,83.7300033569336,7810500
2015-01-27 00:00:00+00:00,-1.2149403796148448,0.6599118569540396,0.6805716776591407,0.6711083962147562,83.86000061035156,1154100
2015-01-28 00:00:00+00:00,-1.1678885427387304,0.718763770497414,0.7199235889760717,0.6691537604606379,83.63999938964844,1394600
2015-01-29 00:00:00+00:00,-1.1820054980079908,0.7011075977678686,0.6963130426575895,0.6965335819019134,83.94000244140625,1551300
2015-01-30 00:00:00+00:00,-1.1098994980335364,0.7913461009790651,0.7710822746314349,0.7649831355051022,84.19999694824219,10474400
2015-02-02 00:00:00+00:00,-1.1256032065641624,0.7383805761230946,0.7376329998941243,0.7258695311856691,83.94999694824219,6070500
2015-02-03 00:00:00+00:00,-1.1664484510374122,0.687375684163259,0.7002476333176062,0.6984882176560316,83.93000030517578,1237200
2015-02-04 00:00:00+00:00,-1.1617349981341811,0.6932605761843298,0.6746690410795202,0.6574184854941184,83.6500015258789,2945700
2015-02-05 00:00:00+00:00,-1.1900063541773946,0.6579497273915718,0.6549930854210547,0.6671976326181576,83.69000244140625,2128200
2015-02-06 00:00:00+00:00,-1.2748422655181062,0.5520171810132977,0.5880930347672427,0.569412129731213,83.37999725341797,2907700
2015-02-09 00:00:00+00:00,-1.279545576930483,0.5461322889922268,0.5625144425291567,0.5596329826071739,83.2699966430664,1384600
2015-02-10 00:00:00+00:00,-1.30311362156132,0.5167063322205396,0.5133238027933974,0.5283423975692998,83.0,1447900
2015-02-11 00:00:00+00:00,-1.30311362156132,0.5167063322205396,0.5152918487130013,0.5263862697268196,83.0,1904000
2015-02-12 00:00:00+00:00,-1.296829797805026,0.5245533538040784,0.5251290759526385,0.5400761804474573,82.98999786376953,4662900
2015-02-13 00:00:00+00:00,-1.3266723048159834,0.48728187211518537,0.5113557568737935,0.5087855954095832,83.02999877929688,1883000
2015-02-17 00:00:00+00:00,-1.3785163861781202,0.42254506655074014,0.46610120897724205,0.4383799139639142,82.77999877929688,5281500
2015-02-18 00:00:00+00:00,-1.3423838144934204,0.4676635698231719,0.47003579963725867,0.4481575689995915,82.58999633789062,3813000
2015-02-19 00:00:00+00:00,-1.3533748502354965,0.4539316562185623,0.4680677537176548,0.46967049900178826,82.73999786376953,1322700
2015-02-20 00:00:00+00:00,-1.3502372289880957,0.4578559153434982,0.48184107279649974,0.4559805882811505,82.75,3145800
2015-02-23 00:00:00+00:00,-1.323530782995177,0.49120463457378827,0.4838091187161036,0.499006448285544,82.80000305175781,3952700
2015-02-24 00:00:00+00:00,-1.270119451238702,0.5579035697007014,0.5487411234503118,0.4853165375649063,82.81999969482422,2542200
2015-02-25 00:00:00+00:00,-1.257554924184839,0.573596116201446,0.5566118059495362,0.5635452382921343,83.1500015258789,4934600
2015-02-26 00:00:00+00:00,-1.2936773543786844,0.5284776129290143,0.5526757141103283,0.5478991997290164,83.13999938964844,2187500
2015-02-27 00:00:00+00:00,-1.2826886589806517,0.5422095265336239,0.5270971218722423,0.5342092890083785,83.02999877929688,4094400
2015-03-02 00:00:00+00:00,-1.3248686796732707,0.4578559153434982,0.505453120294173,0.475537390440867,82.95999908447266,2476100
2015-03-03 00:00:00+00:00,-1.3406090535939086,0.4382391097178177,0.44839179805918933,0.4559805882811505,82.62999725341797,2648100
2015-03-04 00:00:00+00:00,-1.3406090535939086,0.4382391097178177,0.4385545708195521,0.452069824684552,82.5999984741211,1425400
2015-03-05 00:00:00+00:00,-1.3327415970349734,0.44804676419749145,0.4424891614795688,0.45011369684207175,82.56999969482422,1340800
2015-03-06 00:00:00+00:00,-1.4082816618356482,0.35388549852769197,0.36968647424613627,0.35819508539420597,82.30999755859375,1580000
2015-03-09 00:00:00+00:00,-1.3925436282590535,0.37350230415337243,0.3677199295057235,0.3875310346779617,82.27999877929688,1982300
2015-03-10 00:00:00+00:00,-1.3421763039882468,0.43627698015534977,0.4169105692414828,0.43642378612143395,82.44999694824219,3766100
2015-03-11 00:00:00+00:00,-1.3280273640170612,0.4539316562185623,0.44445720739917266,0.452069824684552,82.54000091552734,4829700
2015-03-12 00:00:00+00:00,-1.3185747144261226,0.46570293692703696,0.4838091187161036,0.47944964612582747,82.87000274658203,8421500
2015-03-13 00:00:00+00:00,-1.331164205149781,0.4500088937599594,0.46019707121843034,0.4657597354051897,82.61000061035156,2114500
2015-03-16 00:00:00+00:00,-1.3059782026703342,0.4813954834277816,0.479874528056087,0.48336040972242605,82.81999969482422,1203700
2015-03-17 00:00:00+00:00,-1.294962983373144,0.4951273970323912,0.47397039029727533,0.4970503204430638,82.77999877929688,1471300
2015-03-18 00:00:00+00:00,-1.2146891826875292,0.5951750513895945,0.5743197156883978,0.5029172118821426,82.93000030517578,5534300
2015-03-19 00:00:00+00:00,-1.2540358268583782,0.5461322889922268,0.5684170791087773,0.5576783468530555,83.30000305175781,1208100
2015-03-20 00:00:00+00:00,-1.2194182378843825,0.5892901593685236,0.5703851250283811,0.5772351490127721,83.1500015258789,1011200
2015-03-23 00:00:00+00:00,-1.2131195919491478,0.5971371809520624,0.5782558075276055,0.5909250597334098,83.36000061035156,1572700
